MDL,Attorney,Gold_Roles,LLM_Roles,Flag,LLM_Added,LLM_Missed
2440,A. Bartolomeo,Management,,gold_only_missed_by_llm,,Management
2440,A. J. De Bartolomeo,,Management,llm_only_not_in_gold,Management,
2440,"A.
 Jones",Communications,,gold_only_missed_by_llm,,Communications
2440,Archibald Lamb,Management,Management,agree,,
2440,Benjamin Anderson,LeadCounsel,LeadCounsel,agree,,
2440,Carl Frankovitch,Fees,Fees,agree,,
2440,Clayton Clark,Fees,Fees,agree,,
2440,David Allen,Management,Management,agree,,
2440,Douglas King,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2440,Erik Walker,Management,Management,agree,,
2440,Henry Garrard,Fees,Fees,agree,,
2440,Hunter Shkolnik,Management,Management,agree,,
2440,J. Rogers,Management,Management,agree,,
2440,Jennifer Schuster,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2440,Jerry Parker,Management,Management,agree,,
2440,John Foley,Management,Management,agree,,
2440,Jon Restaino,Management,Management,agree,,
2440,Joseph Rice,Fees,Fees,agree,,
2440,Karen Beyea-Schroeder,Management,Management,agree,,
2440,Laura Yeager,Management,Management,agree,,
2440,Lisa Gorshe,Management,Management,agree,,
2440,Martin Crump,LeadCounsel,LeadCounsel,agree,,
2440,Renee Baggett,Fees,Fees,agree,,
2440,Riley Burnett,Fees,Fees,agree,,
2440,Russell Budd,Management,Management,agree,,
2440,Stacy Hauer,Management,Management,agree,,
2440,Thomas Cartmell,Fees,Fees,agree,,
2440,Willard Moody,Management,Management,agree,,
2440,William McKee,Fees,,gold_only_missed_by_llm,,Fees
2440,Yvonne Flaherty,Fees,Fees,agree,,
2441,Adam Levitt,Management,Management,agree,,
2441,Annesley DeGaris,Fees; LeadCounsel,Coordination; Fees; LeadCounsel; Management,llm_added_role,Coordination; Management,
2441,Anthony Nemo,Communications; Fees,Communications; Fees,agree,,
2441,Ben Gordon,LeadCounsel,LeadCounsel; Management,llm_added_role,Management,
2441,Bucky S. Zimmerman,,Management,llm_only_not_in_gold,Management,
2441,C. Cutter,Management,Management,agree,,
2441,Charles Zimmerman,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2441,Chris Coffin,Management,Management,agree,,
2441,Chris Hellums,Management,Management,agree,,
2441,Dianne Nast,Management,Management,agree,,
2441,Don McKenna,Management,Management,agree,,
2441,Douglass Kreis,Management,Management,agree,,
2441,Eric Kennedy,Fees; LeadCounsel,Coordination; Fees; LeadCounsel; Management,llm_added_role,Coordination; Management,
2441,Gale Pearson,Management,Management,agree,,
2441,Genevieve Zimmerman,LeadCounsel,Coordination; LeadCounsel; Management,llm_added_role,Coordination; Management,
2441,Jason Johnston,LeadCounsel,Management,disjoint,Management,LeadCounsel
2441,Jasper Ward,Management,Management,agree,,
2441,Jeff Bowersox,Management,Management,agree,,
2441,Jesse Bernheim,Coordination,Coordination,agree,,
2441,Joseph Osborne,Management,Management,agree,,
2441,Karen Woodward,LeadCounsel,LeadCounsel,agree,,
2441,Laura Yaeger,Management,Management,agree,,
2441,Michael McGartland,Management,Management,agree,,
2441,Peter Flowers,Fees; LeadCounsel,Coordination; Fees; LeadCounsel; Management,llm_added_role,Coordination; Management,
2441,Rachel Abrams,Management,Management,agree,,
2441,Ralph Campillo,LeadCounsel,LeadCounsel,agree,,
2441,Richard Lewis,Management,Management,agree,,
2441,Richard Schlueter,Management,Management,agree,,
2441,Shawn Raiter,Management,Management,agree,,
2441,Timothy Griffin,Communications,Communications,agree,,
2441,Wendy Fleishman,Fees; LeadCounsel,Fees; LeadCounsel; Management,llm_added_role,Management,
2441,Yvonne Flaherty,Management,Management,agree,,
2445,None None,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2445,Anne Regan,Management,Management,agree,,
2445,Bruce E. Gerstein,,Communications; LeadCounsel,llm_only_not_in_gold,Communications; LeadCounsel,
2445,Frank Schirripa,Management,Management,agree,,
2445,J. Richards,Management,Management,agree,,
2445,James Dugan,Management,Management,agree,,
2445,Jeffrey Kodroff,Communications,ClassCounsel; Communications,llm_added_role,ClassCounsel,
2445,John Macoretta,,Communications,llm_only_not_in_gold,Communications,
2445,Joseph Guglielmo,Management,Management,agree,,
2445,Joseph T. Lukens,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2445,Joseph Opper,,Communications; LeadCounsel,llm_only_not_in_gold,Communications; LeadCounsel,
2445,Kenneth A. Wexler,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2445,Kevin D. McDonald,,Communications,llm_only_not_in_gold,Communications,
2445,Kevin Roddy,Management,Management,agree,,
2445,Kristen Johnson Parker,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2445,Marvin A. Miller,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2445,Michael M. Buchman,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2445,Natalie Finkelman,Management,Management,agree,,
2445,Paul Novak,Management,Management,agree,,
2445,Peter R. Kohn,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2445,Renae Steiner,Management,Management,agree,,
2445,Steve D. Shadowen,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2445,Thomas Demitrack,,Communications,llm_only_not_in_gold,Communications,
2445,Thomas M. Sobol,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2452,Gayle Blatt,Communications,Communications,agree,,
2452,Hunter Shkolnik,LeadCounsel; Management,LeadCounsel; Management,agree,,
2452,Jacob Plattenberger,Management,Management,agree,,
2452,James Segars,Management,Management,agree,,
2452,John Restaino,Management,Management,agree,,
2452,Julia Zaic,Management,Management,agree,,
2452,Keith Altman,Management,Management,agree,,
2452,Marc Bern,Management,,llm_missed_role,,Management
2452,Maxwell Kennerly,Management,Management,agree,,
2452,Michael Berg,Communications,Communications,agree,,
2452,Michael Goetz,Management,Management,agree,,
2452,Michael Johnson,Management,Management,agree,,
2452,Michael Love,Management,Management,agree,,
2452,Neal Moskow,Management,Management,agree,,
2452,Neil Overholtz,Management,Management,agree,,
2452,Nicholas Drakulich,Management,Management,agree,,
2452,Paul Stevens,Management,Management,agree,,
2452,Ramon Lopez,Management,Management,agree,,
2452,Robert Mosier,Management,Management,agree,,
2452,Ryan Thompson,LeadCounsel; Management,LeadCounsel; Management,agree,,
2452,Stephen Murray,Management,Management,agree,,
2452,Thomas Preuss,Management,Management,agree,,
2452,Tor Hoerman,LeadCounsel; Management,LeadCounsel; Management,agree,,
2460,None None,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2460,Anthony Bolognese,Management,Management,agree,,
2460,Bruce Gerstein,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2460,Daniel Girard,Management,Management,agree,,
2460,Daniel Karon,Management,Management,agree,,
2460,David Sorensen,Communications,ClassCounsel; Communications; LeadCounsel,llm_added_role,ClassCounsel; LeadCounsel,
2460,Deborah Gross,Management,Management,agree,,
2460,J. Richards,Management,Management,agree,,
2460,James Dugan,Management,Management,agree,,
2460,Jayne Goldstein,Management,Management,agree,,
2460,Jeffrey L. Kodroff,,Communications,llm_only_not_in_gold,Communications,
2460,Kenneth Wexler,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2460,Lauren Barnes,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2460,Marvin Miller,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2460,Michael Buchman,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2460,Natalie Finkelman,Management,Management,agree,,
2460,Paul Saint-Antione,,Communications,llm_only_not_in_gold,Communications,
2460,Paul Saint-Antoine,,Communications,llm_only_not_in_gold,Communications,
2460,Renae Steiner,Management,Management,agree,,
2460,Steve Shadowen,LeadCounsel,,gold_only_missed_by_llm,,LeadCounsel
2460,Steven D. Shadowen,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2460,Thomas Sobol,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2472,None None,,ClassCounsel; Communications; LeadCounsel,llm_only_not_in_gold,ClassCounsel; Communications; LeadCounsel,
2472,Carl Beckwith,Management,Management,agree,,
2472,David F. Sorensen,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2472,Deborah Gross,Management,Management,agree,,
2472,Donald A. Migliori,,Communications,llm_only_not_in_gold,Communications,
2472,Donald Miglori,Communications,,gold_only_missed_by_llm,,Communications
2472,Ellen T. Noteware,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2472,Frank Schirripa,Management,,gold_only_missed_by_llm,,Management
2472,Frank R. Shirrippa,,Management,llm_only_not_in_gold,Management,
2472,J. Richards,ClassCounsel; LeadCounsel,LeadCounsel,llm_missed_role,,ClassCounsel
2472,James Dugan,Management,Management,agree,,
2472,James Stranch,Management,Management,agree,,
2472,Jayne Goldstein,Management,Management,agree,,
2472,Jeffrey Kodroff,Management,Management,agree,,
2472,Jeffrey B. Pine,,Communications,llm_only_not_in_gold,Communications,
2472,Joseph H. Meltzer,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2472,Kristen A. Johnson,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2472,Kristen Johnson Parker,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2472,Lisa Rodriguez,Management,Management,agree,,
2472,Marvin Miller,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2472,Michael Buchman,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2472,Michael J. Kane,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2472,Natalie Finkelman Bennett,,Management,llm_only_not_in_gold,Management,
2472,Natalie Finkelman,Management,,gold_only_missed_by_llm,,Management
2472,Neill W. Clark,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2472,Patrick C. Lynch,,Communications,llm_only_not_in_gold,Communications,
2472,Peter R. Kohn,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2472,Richard Trenk,Management,Management,agree,,
2472,Sharon K. Robertson,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2472,Steve Shadowen,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2472,Terence S. Ziegler,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2472,Thomas M. Sobol,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2472,William Doyle,Management,Management,agree,,
2475,None None,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2492,Charles S. Zimmerman,,Management,llm_only_not_in_gold,Management,
2492,James Dugan,Management,Management,agree,,
2492,Johanna M. Spellman,,Communications,llm_only_not_in_gold,Communications,
2492,Joseph Siprut,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2492,Mark S. Mester,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2492,Mark Zamora,Management,Management,agree,,
2492,Richard S. Lewis,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2492,Steve Berman,ClassCounsel; LeadCounsel,ClassCounsel; LeadCounsel,agree,,
2492,Zimmerman,Management,,gold_only_missed_by_llm,,Management
2493,Anthony I. Paronich,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2493,Beth Terrell,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2493,Edward A. Broderick,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2493,Jeffrey Holmstrand,Communications,Communications; LeadCounsel,llm_added_role,LeadCounsel,
2493,Jennifer Rust Murray,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2493,John Barrett,LeadCounsel,ClassCounsel; LeadCounsel,llm_added_role,ClassCounsel,
2493,Jonathan Marshall,Communications,ClassCounsel; Communications,llm_added_role,ClassCounsel,
2493,Matthew P. McCue,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2493,Meryl C. Maneker,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2495,Christopher Coffin,LeadCounsel; Management,LeadCounsel; Management,agree,,
2495,Daniel Bryson,LeadCounsel; Management,LeadCounsel; Management,agree,,
2495,Everett Doffermyre,Management,Management,agree,,
2495,Gary Mason,Management,Management,agree,,
2495,Henry Smythe,LeadCounsel,LeadCounsel,agree,,
2495,James Reeves,Management,Management,agree,,
2495,Joel Pieper,LeadCounsel,LeadCounsel,agree,,
2495,Jonathan Shub,Management,Management,agree,,
2495,Jordan Chaikin,Management,Management,agree,,
2495,Justin Lucey,Management,Management,agree,,
2495,Kenneth Canfield,Communications; Management,Communications; Management,agree,,
2495,Shawn Raiter,Management,Management,agree,,
2495,Stan P. Baudin,,Management,llm_only_not_in_gold,Management,
2504,None None,,ClassCounsel,llm_only_not_in_gold,ClassCounsel,
2516,Andrew Curley,Management,Management,agree,,
2516,Brian Daniels,Communications,Communications,agree,,
2516,Brian Roche,Communications,Communications,agree,,
2516,Bruce Gerstein,ClassCounsel; LeadCounsel,LeadCounsel,llm_missed_role,,ClassCounsel
2516,Daniel Girard,ClassCounsel; Management,Management,llm_missed_role,,ClassCounsel
2516,Daniel C. Simons,,Management,llm_only_not_in_gold,Management,
2516,David Mitchell,ClassCounsel; Management,Management,llm_missed_role,,ClassCounsel
2516,David Nalven,Management,Management,agree,,
2516,David R. Schaefer,,Communications,llm_only_not_in_gold,Communications,
2516,David Schafer,ClassCounsel; Communications,,gold_only_missed_by_llm,,ClassCounsel; Communications
2516,David Sorensen,Management,Management,agree,,
2516,Edward Notargiacomo,,Management,llm_only_not_in_gold,Management,
2516,Ephraim Gerstein,ClassCounsel; LeadCounsel,LeadCounsel,llm_missed_role,,ClassCounsel
2516,Gerald Pia,Communications,Communications,agree,,
2516,J. Richards,Management,Management,agree,,
2516,Joseph Opper,ClassCounsel; LeadCounsel,LeadCounsel,llm_missed_role,,ClassCounsel
2516,Linda Nussbaum,Management,Management,agree,,
2516,Marvin Miller,ClassCounsel; LeadCounsel,LeadCounsel,llm_missed_role,,ClassCounsel
2516,Michael Buchman,ClassCounsel; Communications,Communications,llm_missed_role,,ClassCounsel
2516,Natalie Finkelman Bennett,,Management,llm_only_not_in_gold,Management,
2516,Natalie Finkelman,Management,,gold_only_missed_by_llm,,Management
2516,Nick Urban,,Management,llm_only_not_in_gold,Management,
2516,Noah Silverman,,LeadCounsel,llm_only_not_in_gold,LeadCounsel,
2516,Renae Steiner,ClassCounsel; LeadCounsel,LeadCounsel,llm_missed_role,,ClassCounsel
2516,Steve Shadowen,ClassCounsel; LeadCounsel,LeadCounsel,llm_missed_role,,ClassCounsel
2516,Thomas Sobol,ClassCounsel; Management,Management,llm_missed_role,,ClassCounsel
2516,William Narwold,ClassCounsel; Communications,Communications,llm_missed_role,,ClassCounsel
2522,None None,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2522,Ariana Tadler,Management; Settlement,ClassCounsel; Management,partial_disagree,ClassCounsel,Settlement
2522,Brian Gudmundson,Settlement,ClassCounsel,disjoint,ClassCounsel,Settlement
2522,Bryan Bleichner,Settlement,ClassCounsel,disjoint,ClassCounsel,Settlement
2522,Charles Zimmerman,LeadCounsel; Settlement,ClassCounsel; LeadCounsel,partial_disagree,ClassCounsel,Settlement
2522,Christopher Walsh,Communications,Communications,agree,,
2522,Daniel Girard,Management; Settlement,ClassCounsel; Management,partial_disagree,ClassCounsel,Settlement
2522,David Cialkowski,Settlement,ClassCounsel,disjoint,ClassCounsel,Settlement
2522,Don Barrett,Management,Management,agree,,
2522,E. Drake,Settlement,ClassCounsel,disjoint,ClassCounsel,Settlement
2522,Felipe Arroyo,LeadCounsel,LeadCounsel,agree,,
2522,Garrett Blanchfield,Communications,Communications,agree,,
2522,Gary Lynch,Management,Management,agree,,
2522,Howard Sedran,Management,Management,agree,,
2522,J. Rudd,Settlement,ClassCounsel,disjoint,ClassCounsel,Settlement
2522,James Pizzirusso,Management,Management,agree,,
2522,Jeffrey Bores,Settlement,ClassCounsel,disjoint,ClassCounsel,Settlement
2522,John Yanchunis,Management; Settlement,ClassCounsel; Management,partial_disagree,ClassCounsel,Settlement
2522,Joseph Guglielmo,Management,Management,agree,,
2522,Karen Riebel,Communications,Communications,agree,,
2522,Karl Cambronne,LeadCounsel; Settlement,ClassCounsel; LeadCounsel,partial_disagree,ClassCounsel,Settlement
2522,Michelle Drake,Communications,Communications,agree,,
2522,Naumon Amjed,Management,Management,agree,,
2522,Norm Siegel,Management,Management,agree,,
2522,Norman Siegel,Settlement,ClassCounsel,disjoint,ClassCounsel,Settlement
2522,Vincent Esades,LeadCounsel; Settlement,ClassCounsel; LeadCounsel,partial_disagree,ClassCounsel,Settlement
2522,W. Miles,Management,Management,agree,,
2541,None None,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2542,None None,,ClassCounsel; LeadCounsel,llm_only_not_in_gold,ClassCounsel; LeadCounsel,
2542,Fred Isquith,Communications,Communications,agree,,
2543,Adam Levitt,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2543,David Boies,Management,ClassCounsel; Management,llm_added_role,ClassCounsel,
2543,Dawn Barrios,Communications; Coordination,Coordination,llm_missed_role,,Communications
